4216, 3176, 3223.0000000000005, 1 
4216, 3200, 4070.0, 1 
4212, 3148, 2957.482, 0 
4212, 3132, 2489.2999999999997, 0 
4212, 3220, 2950.0, 0 
4212, 3116, 2657.3415, 0 
4208, 3240, 2600.0, 1 
4208, 3096, 3000.0, 1 
4196, 3148, 1950.0, 0 
4196, 3132, 1996.4999999999998, 0 
4192, 3176, 1694.0, 1 
4196, 3220, 1650.0, 0 
4196, 3116, 1598.0, 0 
4192, 3200, 1730.0, 1 
4208, 3264, 2000.0, 1 
4208, 3072, 3000.0, 1 
4180, 3148, 1331.0, 0 
4208, 3288, 1900.0, 1 
4208, 3048, 2638.0, 1 
4180, 3132, 1573.0, 0 
4180, 3116, 1210.0, 0 
4184, 3240, 2222.0, 1 
4208, 3308, 2000.0, 1 
4208, 3028, 2345.0, 1 
4168, 3176, 1760.0, 1 
4184, 3264, 3679.0000000000005, 1 
4168, 3200, 1760.55, 1 
4164, 3148, 1331.0, 0 
4164, 3132, 1100.0, 0 
4164, 3116, 1452.0, 0 
4184, 3288, 2800.0, 1 
4164, 3100, 1500.0, 0 
4164, 3252, 1500.0, 0 
4164, 3084, 1000.0, 0 
4148, 3176, 1100.0, 0 
4148, 3160, 870.0, 0 
4184, 3308, 2200.0, 1 
4164, 3268, 1650.0, 0 
4164, 3068, 1000.0, 0 
4208, 3348, 1600.0, 1 
4208, 2988, 2000.0, 1 
4144, 3192, 1100.0, 1 
4144, 3144, 1317.6899999999998, 1 
4144, 3216, 1600.0, 1 
4144, 3120, 2000.0, 1 
4148, 3236, 665.5, 0 
4148, 3100, 665.5, 0 
4164, 3284, 1490.72, 0 
4164, 3052, 700.0, 0 
4148, 3252, 700.0, 0 
4148, 3084, 605.0, 0 
4132, 3176, 700.0, 0 
4132, 3160, 880.0, 0 
4164, 3300, 900.0, 0 
4164, 3036, 800.0, 0 
4208, 3368, 1320.0, 1 
4148, 3268, 750.0, 0 
4148, 3068, 990.0, 0 
4164, 3312, 755.0, 0 
4164, 3024, 660.0, 0 
4148, 3284, 2000.0, 0 
4148, 3052, 606.0, 0 
4184, 3348, 1695.0, 1 
4120, 3192, 1045.0, 1 
4120, 3144, 1098.9, 1 
4148, 3300, 1000.0, 0 
4148, 3036, 665.5, 0 
4120, 3216, 990.0, 1 
4120, 3120, 1000.0, 1 
4116, 3176, 665.5, 0 
4116, 3160, 600.0, 0 
4208, 3392, 1210.0, 1 
4208, 2944, 1250.0, 1 
4148, 3312, 660.0, 0 
4148, 3024, 600.0, 0 
4184, 3368, 1000.0, 1 
4164, 3344, 600.0, 0 
4164, 2992, 726.0, 0 
4100, 3176, 660.0, 0 
4100, 3160, 605.0, 0 
4164, 3356, 1493.0, 0 
4164, 2980, 500.0, 0 
4096, 3192, 1210.0, 1 
4096, 3144, 950.0, 1 
4208, 3416, 1320.0, 1 
4208, 2920, 1300.0, 1 
4148, 3344, 660.0, 0 
4148, 2992, 660.0, 0 
4184, 3392, 1100.0, 1 
4096, 3216, 1100.0, 1 
4096, 3120, 1000.0, 1 
4164, 3372, 539.0, 0 
4164, 2964, 660.0, 0 
4148, 3356, 750.0, 0 
4148, 2980, 850.0, 0 
4084, 3176, 466.5, 0 
4084, 3160, 500.0, 0 
4212, 3436, 552.365, 0 
4164, 3388, 550.0, 0 
4164, 2948, 2000.0, 0 
4220, 2890, 440.0, 0 
4076, 3192, 1100.0, 1 
4076, 3144, 1000.0, 1 
4148, 2964, 439.23, 0 
4096, 3280, 12932.3953, 2 
4096, 3056, 13733.140872, 2 
4184, 3416, 1197.9, 1 
4076, 3216, 1100.0, 1 
4076, 3120, 1900.0, 1 
4072, 3176, 800.0, 0 
4072, 3160, 800.0, 0 
4208, 2890, 450.0, 0 
4196, 3436, 500.0, 0 
4164, 3404, 506.0, 0 
4164, 2932, 468.6, 0 
4220, 2878, 495.0, 0 
4072, 3100, 600.0, 0 
4212, 3452, 665.5, 0 
4148, 3388, 470.0, 0 
4148, 2948, 440.0, 0 
4072, 3252, 650.0, 0 
4196, 2890, 420.0, 0 
4072, 3268, 605.0, 0 
4208, 2878, 385.0, 0 
4220, 2866, 450.0, 0 
4164, 2916, 635.8, 0 
4180, 3436, 600.0, 0 
4148, 3404, 440.0, 0 
4148, 2932, 437.76590000000004, 0 
4196, 3452, 700.0, 0 
4072, 3284, 800.0, 0 
4072, 3052, 550.0, 0 
4212, 3468, 484.0, 0 
4196, 2878, 643.0766430000001, 0 
4072, 3300, 605.0, 0 
4072, 3036, 770.0, 0 
4220, 2854, 500.0, 0 
4148, 2916, 564.344, 0 
4180, 3452, 500.0, 0 
4072, 3312, 935.0, 0 
4072, 3024, 781.0, 0 
4196, 3468, 500.0, 0 
4196, 2866, 365.0, 0 
4212, 3484, 484.0, 0 
4208, 2854, 361.0, 0 
4164, 2890, 600.0, 0 
4220, 2842, 1320.0, 0 
4096, 3376, 8250.0, 2 
4096, 2960, 9252.0, 2 
4180, 3468, 500.0, 0 
4196, 2854, 380.0, 0 
4072, 3344, 715.0, 0 
4072, 2992, 1357.4, 0 
4164, 2878, 399.3, 0 
4208, 2842, 440.0, 0 
4144, 3440, 1200.0, 1 
4020, 3196, 1815.0, 1 
4020, 3140, 1968.33, 1 
4212, 3500, 550.0, 0 
4220, 2830, 605.0, 0 
4024, 3236, 500.0, 0 
4024, 3100, 497.73, 0 
4020, 3216, 1065.0, 1 
4020, 3120, 1100.0, 1 
4072, 3356, 538.0, 0 
4072, 2980, 660.0, 0 
4024, 3252, 500.0, 0 
4164, 3468, 540.0, 0 
4196, 2842, 396.0, 0 
4164, 2866, 550.0, 0 
4180, 3484, 602.0, 0 
4208, 2830, 420.0, 0 
4136, 2890, 1000.0, 1 
4072, 3372, 663.3, 0 
4072, 2964, 600.0, 0 
4196, 3500, 500.0, 0 
4012, 3100, 484.0, 0 
4008, 3236, 400.0, 0 
4212, 3516, 484.0, 0 
4120, 3440, 900.0, 1 
4196, 2830, 500.0, 0 
4144, 3464, 850.0, 1 
4000, 3196, 1210.0, 1 
4000, 3140, 1089.0, 1 
4164, 2854, 400.0, 0 
4020, 3288, 968.0, 1 
4008, 3252, 400.0, 0 
4164, 3484, 400.0, 0 
